,adview,views,likes,dislikes,comment,published,dur_sec,category_A,category_B,category_C,category_D,category_E,category_G,category_H
311,1,80088.0,105.0,5.0,29.0,2015-12-08,542,0,0,0,1,0,0,0
312,3,99819.0,43.0,13.0,5.0,2016-06-24,155,0,0,0,1,0,0,0
313,7,627292.0,2329.0,230.0,229.0,2016-04-11,505,0,0,0,0,1,0,0
314,2929,4139.0,65.0,0.0,26.0,2017-03-31,254,0,0,0,1,0,0,0
315,14,899472.0,7864.0,122.0,1337.0,2013-02-02,166,0,0,0,0,1,0,0
316,1,217276.0,503.0,88.0,121.0,2016-03-10,903,0,0,0,0,0,0,1
317,16,3949469.0,25566.0,1358.0,4255.0,2012-03-20,369,0,0,0,0,0,1,0
318,1,8846.0,137.0,3.0,7.0,2016-08-19,99,0,0,1,0,0,0,0
319,1,563.0,4.0,0.0,4.0,2014-10-20,555,0,0,0,0,0,1,0
320,19,303874.0,135.0,43.0,9.0,2013-08-29,983,0,0,0,0,0,1,0
321,3,283387.0,224.0,27.0,3.0,2015-06-26,1821,0,0,0,0,1,0,0
322,11,51384.0,132.0,6.0,12.0,2014-02-18,844,0,1,0,0,0,0,0
323,8,2462561.0,1771.0,664.0,90.0,2016-06-28,193,0,0,1,0,0,0,0
324,1,15930.0,7.0,4.0,0.0,2014-01-07,913,0,0,0,0,1,0,0
325,1,3096.0,69.0,1.0,5.0,2015-11-22,415,0,0,0,1,0,0,0
326,1,21341.0,422.0,6.0,86.0,2014-02-06,431,0,0,0,0,0,1,0
327,3,371314.0,2765.0,198.0,660.0,2015-07-06,217,0,0,0,1,0,0,0
328,1,14161.0,181.0,2.0,6.0,2016-08-20,228,0,0,0,1,0,0,0
329,1,42318.0,113.0,6.0,10.0,2015-11-19,213,0,0,0,1,0,0,0
330,1,38210.0,43.0,5.0,0.0,2013-09-12,116,0,0,0,1,0,0,0
331,4,1430600.0,13867.0,347.0,741.0,2015-09-25,587,0,0,0,1,0,0,0
332,1,64466.0,161.0,13.0,23.0,2015-07-06,7799,0,0,0,0,1,0,0
333,3,63015.0,363.0,15.0,42.0,2016-07-20,83,0,0,0,0,1,0,0
334,1,455101.0,2260.0,77.0,451.0,2015-09-11,510,1,0,0,0,0,0,0
335,1,129869.0,787.0,49.0,12.0,2015-04-07,331,0,0,0,0,0,1,0
336,1,43032.0,79.0,3.0,48.0,2015-11-03,228,1,0,0,0,0,0,0
337,7,1020381.0,3007.0,769.0,2672.0,2016-06-10,671,0,0,0,1,0,0,0
338,1,8682.0,26.0,2.0,2.0,2014-09-19,356,0,0,0,0,0,0,0
339,2,2708891.0,127170.0,2398.0,852.0,2015-11-20,224,0,0,0,1,0,0,0
340,1,52198.0,175.0,9.0,4.0,2012-04-04,289,0,0,0,1,0,0,0
341,1,45163.0,249.0,557.0,901.0,2011-06-23,864,0,0,0,1,0,0,0
342,1,23062.0,83.0,6.0,5.0,2013-07-05,98,0,0,1,0,0,0,0
343,19,4033136.0,14200.0,307.0,1390.0,2015-06-02,246,0,0,0,0,0,1,0
344,2,966367.0,2077.0,422.0,644.0,2013-08-12,762,0,0,0,0,0,0,1
345,35043,55288.0,33.0,1.0,0.0,2015-05-14,22,0,0,0,0,1,0,0
346,2,438785.0,1318.0,146.0,46.0,2016-08-18,159,0,0,0,1,0,0,0
347,9,1131602.0,2170.0,265.0,516.0,2016-09-09,2371,0,0,0,1,0,0,0
348,6,950944.0,5214.0,925.0,7084.0,2016-10-02,629,0,0,0,1,0,0,0
349,2620,54590.0,67.0,14.0,11.0,2015-12-18,789,0,0,0,0,1,0,0
350,1,1136517.0,1439.0,176.0,201.0,2015-11-27,35,0,0,0,0,1,0,0
351,5408,7315.0,28.0,6.0,3.0,2017-01-24,16,0,0,0,0,1,0,0
352,1,812825.0,2793.0,154.0,319.0,2016-01-27,337,0,0,0,1,0,0,0
353,1,45518.0,142.0,17.0,18.0,2013-06-25,889,0,0,0,1,0,0,0
354,1,697859.0,2924.0,241.0,180.0,2016-06-13,335,0,0,0,0,0,0,0
355,1,96884.0,29.0,16.0,1.0,2012-08-31,660,0,0,0,1,0,0,0
356,2,379724.0,385.0,147.0,18.0,2015-05-22,143,0,0,0,0,0,0,1
357,5,45331.0,136.0,6.0,16.0,2013-06-10,151,0,0,1,0,0,0,0
358,2408,5772.0,76.0,0.0,10.0,2017-01-09,308,0,0,0,0,0,1,0
359,1,114537.0,472.0,39.0,118.0,2014-07-31,203,0,0,0,0,0,0,1
360,8,107491.0,676.0,8.0,37.0,2012-11-28,367,0,1,0,0,0,0,0
361,1,1039.0,6.0,0.0,4.0,2011-11-06,299,0,0,1,0,0,0,0
362,2,272078.0,530.0,30.0,26.0,2014-03-07,287,0,0,0,1,0,0,0
363,2,726.0,10.0,0.0,0.0,2016-06-22,45,0,0,0,1,0,0,0
364,26,616379.0,3164.0,49.0,651.0,2010-10-24,203,0,0,0,0,0,1,0
365,9,109068.0,132.0,18.0,20.0,2013-06-19,571,0,0,0,0,0,0,0
366,26,1734941.0,9246.0,850.0,541.0,2014-05-25,112,0,0,0,1,0,0,0
367,1,566940.0,548.0,130.0,77.0,2015-04-17,274,0,0,0,1,0,0,0
368,1,908536.0,753.0,234.0,104.0,2015-02-25,382,0,0,0,1,0,0,0
369,1,726331.0,587.0,50.0,213.0,2007-12-29,428,0,1,0,0,0,0,0
370,2787,3482.0,41.0,0.0,7.0,2017-03-29,234,0,0,0,1,0,0,0
371,1,1016669.0,14249.0,78.0,881.0,2016-03-14,120,0,0,0,0,0,1,0
372,2,174656.0,988.0,116.0,446.0,2016-09-08,171,0,0,0,1,0,0,0
373,167,271123.0,660.0,75.0,330.0,2015-12-12,726,0,0,0,1,0,0,0
374,66,251876.0,324.0,45.0,28.0,2013-09-11,1483,0,0,0,1,0,0,0
375,1,855.0,0.0,2.0,1.0,2013-02-26,75,0,0,0,1,0,0,0
376,5,852691.0,1525.0,242.0,243.0,2015-05-25,325,0,0,0,0,0,1,0
377,2,51411.0,354.0,30.0,119.0,2016-09-08,212,0,0,0,0,0,0,0
378,224,5453525.0,4143.0,1860.0,552.0,2016-08-13,602,0,0,0,1,0,0,0
379,138,7247213.0,65467.0,1766.0,4562.0,2014-01-26,620,0,0,0,1,0,0,0
380,1,262109.0,3056.0,95.0,159.0,2017-03-20,414,0,1,0,0,0,0,0
381,1,7264.0,24.0,0.0,5.0,2016-03-02,600,0,0,0,0,0,1,0
382,1,177414.0,114.0,28.0,2.0,2014-08-17,537,0,0,1,0,0,0,0
383,2,115393.0,459.0,17.0,12.0,2015-08-13,121,0,0,1,0,0,0,0
384,4,191786.0,112.0,24.0,3.0,2012-12-04,98,0,0,0,1,0,0,0
385,71,279282.0,657.0,46.0,56.0,2012-06-25,647,0,0,0,1,0,0,0
386,1,180404.0,53.0,44.0,1.0,2014-06-10,27,0,0,0,0,0,0,1
387,1,1916.0,6.0,0.0,1.0,2016-05-30,21,0,0,0,0,1,0,0
388,2877,5075.0,26.0,2.0,1.0,2016-09-19,137,0,0,0,0,0,1,0
389,2,246120.0,379.0,38.0,0.0,2014-01-18,251,0,0,0,1,0,0,0
390,1,356.0,1.0,0.0,0.0,2013-03-24,299,0,0,0,1,0,0,0
391,1,336595.0,815.0,52.0,33.0,2015-06-29,77,0,0,0,1,0,0,0
392,1087,11294.0,83.0,4.0,8.0,2016-06-06,3282,0,0,0,0,0,1,0
393,1,846245.0,4090.0,148.0,876.0,2014-11-19,210,0,0,0,1,0,0,0
394,1,1611655.0,5812.0,348.0,651.0,2016-12-07,1056,0,1,0,0,0,0,0
395,2,76430.0,74.0,20.0,6.0,2016-08-31,73,0,0,0,1,0,0,0
396,1,658019.0,4778.0,396.0,313.0,2016-02-07,815,0,0,0,0,1,0,0
397,3,29417.0,80.0,5.0,178.0,2015-10-19,701,0,0,0,0,1,0,0
398,1,34962.0,1241.0,6.0,95.0,2016-01-26,264,0,0,0,1,0,0,0
399,16,427297.0,854.0,61.0,73.0,2012-09-25,257,0,0,0,1,0,0,0
400,1,466663.0,749.0,46.0,117.0,2011-12-22,313,0,0,0,1,0,0,0
401,2,252108.0,208.0,94.0,5.0,2016-03-10,955,0,0,0,1,0,0,0
402,6,222739.0,2425.0,137.0,2076.0,2014-02-26,662,0,0,0,1,0,0,0
403,20,539381.0,1682.0,214.0,232.0,2014-03-05,3029,0,0,0,0,0,1,0
404,1,57014.0,181.0,5.0,7.0,2013-12-03,269,0,0,0,1,0,0,0
405,2,412791.0,471.0,89.0,11.0,2016-02-20,38,0,0,0,1,0,0,0
406,1,93132.0,146.0,12.0,10.0,2009-12-14,595,0,0,0,1,0,0,0
407,5684,139842.0,1662.0,53.0,265.0,2017-02-01,336,0,0,0,0,0,0,0
408,1,393228.0,2040.0,112.0,70.0,2015-07-18,48,0,0,0,1,0,0,0
409,11,1737011.0,1003.0,276.0,43.0,2014-09-29,232,0,0,0,0,0,1,0
410,1,332533.0,515.0,47.0,99.0,2015-03-26,169,0,0,0,0,1,0,0
411,2,105699.0,198.0,14.0,20.0,2010-01-20,401,0,0,0,1,0,0,0
412,31,15014236.0,18520.0,3770.0,1794.0,2014-10-02,3600,0,0,0,1,0,0,0
413,2,96697.0,1623.0,18.0,44.0,2015-07-02,210,0,0,0,0,0,1,0
414,1,116320.0,1114.0,60.0,100.0,2016-07-22,327,0,0,0,0,1,0,0
415,9,461810.0,449.0,73.0,13.0,2014-04-17,3768,0,0,0,1,0,0,0
416,1,29392.0,26.0,3.0,0.0,2014-09-17,340,0,0,0,0,0,1,0
417,4,493046.0,120.0,91.0,11.0,2015-08-19,738,0,0,0,1,0,0,0
418,2,2544057.0,20707.0,1663.0,9253.0,2015-12-23,1107,0,0,0,0,0,0,0
419,3,779007.0,2804.0,235.0,178.0,2016-02-18,205,0,0,0,1,0,0,0
420,1,1079692.0,11261.0,451.0,975.0,2015-08-18,440,0,0,0,1,0,0,0
421,8,276336.0,5635.0,51.0,740.0,2016-04-03,446,0,1,0,0,0,0,0
422,5,197169.0,238.0,46.0,46.0,2013-05-24,118,1,0,0,0,0,0,0
423,1,85982.0,1231.0,157.0,333.0,2016-04-18,702,0,0,0,1,0,0,0
424,10,347821.0,3127.0,98.0,475.0,2015-04-03,8,0,1,0,0,0,0,0
425,1,292291.0,390.0,78.0,19.0,2014-07-15,3720,0,0,0,1,0,0,0
426,186,3982304.0,18428.0,411.0,5411.0,2013-07-02,203,0,0,0,0,1,0,0
427,6,880625.0,1500.0,167.0,47.0,2015-07-04,193,0,0,0,1,0,0,0
428,1,46609.0,84.0,11.0,1.0,2014-11-23,1534,0,0,0,0,0,0,1
429,2,36605.0,667.0,35.0,102.0,2013-01-14,984,0,0,0,0,0,0,0
430,3,656624.0,853.0,416.0,94.0,2011-09-26,8407,0,0,0,0,1,0,0
431,1,18144.0,31.0,4.0,3.0,2011-06-30,640,0,0,0,0,1,0,0
432,1,54418.0,401.0,21.0,26.0,2012-08-27,247,0,0,0,0,0,1,0
433,1,149.0,1.0,0.0,0.0,2016-02-26,31,0,0,0,1,0,0,0
434,1,23354.0,28.0,4.0,0.0,2012-07-20,1337,0,0,0,1,0,0,0
435,1,983777.0,1091.0,509.0,162.0,2017-03-11,4752,0,0,0,1,0,0,0
436,3,295391.0,384.0,65.0,41.0,2014-07-04,184,0,0,0,1,0,0,0
437,1,52504.0,32.0,5.0,0.0,2013-06-26,169,0,0,0,1,0,0,0
438,1,885.0,0.0,0.0,0.0,2014-04-04,1394,0,0,0,0,1,0,0
439,1,535.0,8.0,0.0,1.0,2016-08-04,197,0,0,0,0,0,1,0
440,3,153218.0,46.0,39.0,0.0,2013-11-28,933,0,0,0,0,1,0,0
441,48,59598.0,125.0,7.0,5.0,2012-07-06,343,0,0,0,0,0,1,0
442,4,1929022.0,21541.0,2238.0,,2015-08-14,210,0,0,0,0,0,0,0
443,1,270802.0,1027.0,111.0,112.0,2016-02-16,320,0,0,0,1,0,0,0
444,3,989705.0,13734.0,993.0,1447.0,2016-05-05,437,0,0,0,0,1,0,0
445,1,7422.0,49.0,5.0,4.0,2013-10-18,1113,0,0,0,0,1,0,0
446,1,77147.0,348.0,87.0,189.0,2016-07-15,3449,0,0,1,0,0,0,0
447,1,49658.0,20.0,7.0,1.0,2016-01-08,47,0,0,0,1,0,0,0
448,2,269256.0,366.0,66.0,11.0,2014-04-17,1065,0,0,0,1,0,0,0
449,1,65006.0,642.0,20.0,24.0,2016-07-15,72,0,0,0,1,0,0,0
450,1,60898.0,161.0,8.0,9.0,2013-05-01,1243,0,0,0,1,0,0,0
451,1,7274.0,29.0,7.0,10.0,2014-01-25,60,0,0,0,1,0,0,0
452,4642,12346.0,17.0,1.0,0.0,2015-04-02,392,0,0,0,1,0,0,0
453,1,675863.0,3208.0,439.0,1210.0,2015-06-27,194,0,0,0,0,0,0,0
454,1,874.0,2.0,2.0,0.0,2013-04-24,91,0,0,0,1,0,0,0
455,23,268833.0,491.0,28.0,60.0,2011-10-18,126,0,0,0,1,0,0,0
456,2,5377.0,13.0,3.0,2.0,2013-08-27,2125,0,0,0,0,0,0,0
457,1,514763.0,1011.0,100.0,119.0,2016-03-23,966,0,1,0,0,0,0,0
458,11,299429.0,567.0,75.0,74.0,2015-05-04,2322,0,0,0,1,0,0,0
459,2,3464.0,5.0,1.0,0.0,2014-04-25,111,0,0,0,1,0,0,0
460,1,134606.0,182.0,18.0,13.0,2010-05-17,622,0,0,0,1,0,0,0
461,2,133875.0,1029.0,23.0,164.0,2016-07-18,225,0,0,0,1,0,0,0
462,5,697712.0,13022.0,246.0,1251.0,2016-09-06,1815,0,0,0,0,0,0,1
463,3,177977.0,269.0,57.0,24.0,2013-08-21,1577,0,0,0,1,0,0,0
464,4,43365.0,80.0,6.0,15.0,2011-06-21,667,0,0,0,0,1,0,0
465,1,33976.0,34.0,19.0,0.0,2016-03-27,136,0,0,0,0,0,1,0
466,1,158.0,20.0,1.0,32.0,2015-12-20,674,0,0,0,0,0,0,0
467,1,867685.0,263.0,252.0,24.0,2013-12-21,83,0,0,0,1,0,0,0
468,2,37811.0,549.0,7.0,21.0,2015-07-03,245,0,0,0,0,1,0,0
469,1,250701.0,1097.0,212.0,458.0,2007-01-18,459,0,0,0,1,0,0,0
470,2,2397044.0,58311.0,6017.0,6144.0,2016-06-24,352,0,0,0,0,0,0,0
471,1,611242.0,1575.0,185.0,160.0,2016-03-18,3900,0,0,0,0,0,0,1
472,6,53465.0,47.0,11.0,6.0,2012-09-08,179,1,0,0,0,0,0,0
473,1,303980.0,1273.0,69.0,162.0,2016-07-29,283,0,0,0,1,0,0,0
474,1,34267.0,70.0,2.0,5.0,2010-09-13,540,0,0,0,1,0,0,0
475,1,17792.0,114.0,3.0,25.0,2013-08-27,1590,1,0,0,0,0,0,0
476,1,205268.0,197.0,7.0,5.0,2014-07-31,173,0,0,0,1,0,0,0
477,1,6144.0,18.0,2.0,2.0,2013-11-30,101,0,0,0,1,0,0,0
478,1,763778.0,594.0,177.0,114.0,2015-08-28,215,0,0,0,1,0,0,0
479,26,1434549.0,2886.0,690.0,255.0,2016-09-09,622,0,0,0,1,0,0,0
480,1,11167.0,6.0,0.0,1.0,2016-06-02,106,0,0,0,1,0,0,0
481,2,1046440.0,1121.0,534.0,39.0,2015-10-07,85,0,0,0,0,0,1,0
482,722,2190.0,7.0,2.0,0.0,2014-06-05,361,0,0,0,1,0,0,0
483,2,471095.0,2446.0,113.0,1180.0,2016-05-23,287,0,0,0,0,1,0,0
484,963,1242.0,3.0,0.0,0.0,2015-03-19,307,0,0,0,1,0,0,0
485,8,183472.0,588.0,22.0,32.0,2014-01-13,665,0,0,0,1,0,0,0
486,1,863852.0,1605.0,216.0,148.0,2015-06-01,183,0,0,0,0,1,0,0
487,13,156211.0,454.0,15.0,32.0,2013-09-18,1326,0,0,0,1,0,0,0
488,4,145843.0,137.0,46.0,6.0,2014-02-04,1270,0,0,1,0,0,0,0
489,3,1119574.0,4226.0,219.0,338.0,2015-06-14,125,0,0,0,1,0,0,0
490,1,203019.0,7859.0,159.0,197.0,2016-07-15,632,0,0,0,1,0,0,0
491,1,253295.0,1473.0,263.0,,2017-02-08,110,0,0,0,1,0,0,0
492,1,22265.0,155.0,6.0,12.0,2016-08-06,626,0,0,0,0,1,0,0
493,18,1468281.0,1953.0,885.0,,2016-07-30,1003,0,0,0,1,0,0,0
494,2,900469.0,1324.0,96.0,95.0,2011-05-06,220,0,0,0,0,0,1,0
495,1,7755.0,29.0,22.0,16.0,2012-08-20,331,0,0,0,1,0,0,0
496,5,8069.0,23.0,2.0,1.0,2012-09-27,139,0,0,1,0,0,0,0
497,1,3509.0,0.0,0.0,0.0,2013-09-11,103,0,0,0,1,0,0,0
498,1,325065.0,617.0,80.0,28.0,2016-02-26,980,0,0,0,1,0,0,0
499,1,32205.0,20.0,4.0,4.0,2013-01-22,81,0,0,0,1,0,0,0
500,1,260949.0,510.0,137.0,22.0,2014-06-25,199,0,0,0,0,1,0,0
501,11,295599.0,1054.0,36.0,90.0,2014-04-03,703,0,0,0,1,0,0,0
502,11,4354.0,10.0,0.0,1.0,2016-10-12,619,0,0,0,1,0,0,0
503,2,731282.0,2630.0,328.0,149.0,2017-04-06,380,0,0,0,0,0,0,1
504,1,35832.0,67.0,10.0,1.0,2016-07-31,1466,0,0,0,0,0,1,0
505,2,690121.0,720.0,128.0,21.0,2016-09-13,95,0,0,0,0,0,0,1
506,9,846929.0,649.0,310.0,56.0,2013-11-06,2233,0,0,0,1,0,0,0
507,1,705638.0,1541.0,166.0,127.0,2016-06-03,606,0,0,0,1,0,0,0
508,1,845320.0,4396.0,219.0,202.0,2013-06-04,110,0,0,0,1,0,0,0
509,2,2899.0,17.0,0.0,1.0,2013-05-31,361,0,0,0,1,0,0,0
510,3,165294.0,1057.0,114.0,210.0,2015-07-26,443,0,0,0,0,0,0,0
511,3,70830.0,165.0,7.0,6.0,2014-04-04,304,0,0,0,0,0,1,0
512,2,22353.0,23.0,9.0,1.0,2014-03-03,2925,0,0,1,0,0,0,0
513,1,589852.0,709.0,77.0,108.0,2016-08-05,635,0,0,0,0,0,0,1
514,5,498909.0,1404.0,102.0,50.0,2011-08-05,388,0,0,0,1,0,0,0
515,5,1418331.0,4156.0,265.0,216.0,2016-09-20,619,0,0,0,0,1,0,0
516,19,1224550.0,600.0,195.0,56.0,2015-08-27,238,0,0,0,0,0,1,0
517,1,715951.0,2947.0,106.0,123.0,2013-07-21,196,0,0,0,0,0,1,0
518,1,4746.0,12.0,3.0,0.0,2017-03-07,611,0,0,0,1,0,0,0
519,35,6918395.0,39430.0,1743.0,3940.0,2016-08-19,219,0,0,0,1,0,0,0
520,1,43500.0,407.0,24.0,93.0,2013-03-05,259,0,0,0,0,0,1,0
521,1,13134.0,32.0,0.0,1.0,2016-06-23,310,0,0,0,1,0,0,0
522,1,186889.0,375.0,14.0,10.0,2014-06-09,171,0,0,0,1,0,0,0
523,1,320.0,1.0,0.0,0.0,2012-07-27,31,0,0,0,1,0,0,0
524,3,110823.0,349.0,50.0,18.0,2014-04-07,30,0,0,0,1,0,0,0
525,3,7200.0,135.0,11.0,39.0,2013-10-29,291,0,1,0,0,0,0,0
526,1,51534.0,66.0,8.0,5.0,2016-02-13,8883,0,0,0,1,0,0,0
527,6,688600.0,2492.0,579.0,1781.0,2016-03-02,676,0,0,0,1,0,0,0
528,1,7520.0,463.0,4.0,38.0,2014-11-20,107,0,1,0,0,0,0,0
529,5682,9029.0,27.0,2.0,0.0,2015-03-02,102,1,0,0,0,0,0,0
530,1,223.0,1.0,0.0,0.0,2016-09-15,87,0,0,0,1,0,0,0
531,1,163066.0,828.0,111.0,57.0,2015-07-01,3688,0,0,0,0,0,1,0
532,5,274.0,8.0,0.0,4.0,2016-10-14,660,0,0,0,1,0,0,0
533,32248,38580.0,52.0,8.0,1.0,2015-09-17,126,0,0,0,1,0,0,0
534,8,1764825.0,10506.0,336.0,1145.0,2016-03-24,2285,0,0,0,1,0,0,0
535,1,98702.0,260.0,14.0,23.0,2016-08-26,624,0,0,0,1,0,0,0
536,3,74087.0,562.0,35.0,31.0,2015-07-27,441,0,0,1,0,0,0,0
537,1,28484.0,41.0,21.0,32.0,2009-10-09,610,0,0,1,0,0,0,0
538,1,191275.0,373.0,19.0,4.0,2015-05-21,94,0,0,0,1,0,0,0
539,3,307992.0,246.0,54.0,19.0,2015-09-10,8878,0,0,0,1,0,0,0
540,1622,973378.0,1228.0,351.0,135.0,2015-12-16,170,0,0,0,1,0,0,0
541,1,2828832.0,43270.0,3379.0,3158.0,2013-08-10,393,0,0,0,0,0,0,0
542,2,196595.0,504.0,34.0,13.0,2015-02-20,386,0,0,0,0,0,1,0
543,33,1322913.0,11917.0,423.0,1536.0,2016-11-01,275,0,0,0,0,0,0,0
544,27,238667.0,4669.0,83.0,3185.0,2016-12-21,303,0,1,0,0,0,0,0
545,40,1356695.0,2299.0,275.0,106.0,2012-07-09,631,0,0,0,1,0,0,0
546,1,155267.0,4882.0,30.0,345.0,2016-09-05,384,0,0,1,0,0,0,0
547,1,145761.0,468.0,134.0,464.0,2012-07-18,439,0,0,0,1,0,0,0
548,1,698.0,14.0,0.0,0.0,2017-01-06,1801,0,0,0,1,0,0,0
549,1,109851.0,746.0,69.0,587.0,2016-08-27,440,0,1,0,0,0,0,0
550,1,109244.0,1202.0,21.0,221.0,2016-09-21,984,0,0,0,0,1,0,0
551,1,208880.0,681.0,23.0,16.0,2014-08-01,574,0,0,0,1,0,0,0
552,1,51207.0,22.0,2.0,9.0,2008-10-27,270,0,0,0,1,0,0,0
553,1,11866.0,43.0,3.0,5.0,2015-09-23,953,0,0,0,0,0,0,1
554,3,766532.0,2598.0,345.0,152.0,2016-07-07,137,0,0,0,0,1,0,0
555,1,1734324.0,4639.0,362.0,230.0,2014-05-28,431,0,0,0,0,1,0,0
556,1,194432.0,8829.0,96.0,655.0,2016-09-12,172,0,0,0,1,0,0,0
557,1,154563.0,941.0,29.0,37.0,2016-03-03,71,0,0,0,1,0,0,0
558,1,594050.0,3945.0,454.0,2885.0,2017-01-23,653,0,0,0,1,0,0,0
559,9,217427.0,230.0,78.0,28.0,2013-10-25,1679,0,0,0,1,0,0,0
560,6,3939971.0,10556.0,1053.0,1194.0,2015-09-27,164,0,0,1,0,0,0,0
561,6,382394.0,128.0,112.0,5.0,2013-05-23,176,0,0,0,1,0,0,0
562,1,523776.0,5714.0,520.0,1873.0,2016-08-05,304,0,0,0,0,0,0,0
563,3,7886.0,140.0,2.0,23.0,2013-01-25,385,0,0,0,0,0,0,0
564,6,2296789.0,928.0,567.0,33.0,2014-10-04,127,0,0,0,1,0,0,0
565,2,28872.0,70.0,4.0,9.0,2013-03-25,2487,0,0,0,1,0,0,0
566,1,55247.0,348.0,11.0,9.0,2015-06-25,808,0,0,1,0,0,0,0
567,1,18066.0,261.0,4.0,28.0,2014-04-01,537,0,0,0,0,0,0,0
568,1,1113120.0,4142.0,368.0,441.0,2016-02-16,99,0,0,1,0,0,0,0
569,38,118439.0,858.0,38.0,59.0,2016-07-23,158,0,0,0,0,1,0,0
570,1,984243.0,1184.0,205.0,57.0,2017-02-07,624,0,0,0,1,0,0,0
571,11,35003.0,293.0,17.0,23.0,2015-03-15,227,0,0,0,0,0,0,0
572,1,897135.0,4835.0,473.0,689.0,2014-07-21,195,0,0,0,1,0,0,0
573,1,62560.0,8295.0,54.0,4917.0,2016-08-20,220,0,0,0,1,0,0,0
574,1,3908.0,21.0,0.0,5.0,2014-10-02,201,0,0,0,1,0,0,0
575,2,87301.0,721.0,23.0,173.0,2013-08-15,446,1,0,0,0,0,0,0
576,7,83361.0,145.0,34.0,15.0,2013-03-25,10583,0,0,0,0,0,1,0
577,4336,356617.0,4799.0,78.0,886.0,2016-06-07,241,0,1,0,0,0,0,0
578,3,448323.0,1796.0,107.0,116.0,2013-07-20,371,0,0,0,0,0,1,0
579,2,471104.0,3233.0,69.0,174.0,2016-06-06,156,0,0,0,0,0,1,0
580,1,2276106.0,,,2.0,2015-05-12,89,0,0,0,1,0,0,0
581,1,129112.0,477.0,21.0,15.0,2015-11-06,51,0,0,0,0,0,0,1
582,1,31034.0,624.0,7.0,201.0,2013-06-30,460,0,0,0,0,1,0,0
583,1,37658.0,15.0,3.0,3.0,2010-04-23,185,1,0,0,0,0,0,0
584,1,486310.0,1581.0,106.0,203.0,2013-11-21,543,0,0,1,0,0,0,0
585,10,2234219.0,5156.0,661.0,1463.0,2015-10-28,149,0,0,0,0,0,0,1
586,11169,17645.0,57.0,6.0,3.0,2015-04-02,812,0,0,0,1,0,0,0
587,524,1589.0,2.0,5.0,5.0,2016-11-17,133,0,0,0,1,0,0,0
588,915,3266806.0,1279.0,718.0,170.0,2013-01-15,101,0,0,0,1,0,0,0
589,1,521502.0,1396.0,173.0,37.0,2015-06-20,1270,0,0,0,0,0,1,0
590,324,222781.0,522.0,32.0,24.0,2014-04-17,77,0,0,0,1,0,0,0
591,1,101835.0,658.0,10.0,34.0,2013-07-15,77,0,1,0,0,0,0,0
592,2,170319.0,137.0,53.0,21.0,2013-11-12,2566,0,0,0,1,0,0,0
593,1,466.0,3.0,0.0,0.0,2016-02-09,167,0,0,0,1,0,0,0
594,1,117138.0,113.0,28.0,6.0,2014-07-31,7650,0,0,0,0,1,0,0
595,1,193686.0,1020.0,22.0,13.0,2015-10-31,109,0,0,1,0,0,0,0
596,12,99232.0,1126.0,26.0,178.0,2015-11-27,211,0,0,0,1,0,0,0
597,2,121255.0,69.0,39.0,,2016-07-05,1849,0,0,0,1,0,0,0
598,1,1046.0,3.0,1.0,0.0,2012-08-22,761,0,0,0,1,0,0,0
599,1,49694.0,76.0,22.0,6.0,2014-08-09,3537,0,0,0,1,0,0,0
600,2,100111.0,272.0,11.0,19.0,2014-05-09,1307,0,0,0,1,0,0,0
601,1,6823.0,24.0,1.0,3.0,2013-10-30,546,0,0,0,1,0,0,0
602,1,469954.0,10035.0,313.0,8673.0,2015-12-30,371,0,0,0,1,0,0,0
603,2,459371.0,2721.0,45.0,86.0,2015-05-17,90,0,0,1,0,0,0,0
604,4,1192302.0,805.0,239.0,272.0,2016-03-01,497,0,0,0,0,1,0,0
605,6,85922.0,336.0,12.0,182.0,2013-08-26,814,0,0,0,1,0,0,0
606,3,22960.0,59.0,2.0,5.0,2015-07-04,8803,0,0,0,1,0,0,0
607,2,977617.0,13677.0,933.0,1021.0,2016-11-24,1476,0,0,0,0,0,0,1
608,1,29615.0,23.0,8.0,4.0,2013-10-05,835,0,0,0,1,0,0,0
609,1,16019.0,506.0,17.0,348.0,2013-09-29,1232,0,0,0,1,0,0,0
610,1,93782.0,236.0,32.0,461.0,2016-02-23,845,0,0,0,1,0,0,0
611,1,2795.0,12.0,1.0,1.0,2013-04-24,154,0,0,0,1,0,0,0
612,1,33377.0,80.0,6.0,10.0,2016-09-18,288,0,0,0,1,0,0,0
613,3,198886.0,303.0,78.0,25.0,2016-01-22,8898,0,0,0,1,0,0,0
614,3,726395.0,906.0,64.0,16.0,2014-02-10,452,0,0,0,1,0,0,0
615,1,21506.0,47.0,9.0,6.0,2014-04-04,130,0,0,0,1,0,0,0
616,1,21589.0,118.0,1.0,2.0,2014-01-22,219,0,0,0,1,0,0,0
617,6,958508.0,3184.0,205.0,736.0,2016-05-26,2908,0,0,0,0,0,1,0
618,3,733363.0,5737.0,173.0,304.0,2016-01-30,229,0,0,0,0,0,1,0
619,1,988463.0,747.0,348.0,174.0,2016-09-17,4156,0,0,0,1,0,0,0
620,2,3007988.0,,,168.0,2014-07-16,230,0,0,0,1,0,0,0
621,104,642393.0,896.0,85.0,26.0,2012-11-12,102,0,0,0,1,0,0,0
622,17,1001362.0,22189.0,718.0,10139.0,2016-02-09,285,0,0,0,1,0,0,0
